eventId,circularId,subject,tags,num_tags,union_size,coverage,n_circulars_in_event
GRB 240825A,37287.0,GRB 240825A: LCO optical observations,"['GRB', 'Optical Transient']",2,8,0.25,49
GRB 240825A,37283.0,Fermi GRB 240825A: Global MASTER-Net observations report,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,8,0.375,49
GRB 240825A,37280.0,GRB 240825A: GMG Optical Observation,"['GRB', 'Optical Transient']",2,8,0.25,49
GRB 240825A,37279.0,Swift GRB 240825A: Global MASTER-Net observations report,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,8,0.375,49
GRB 240825A,37278.0,GRB 240825A: 1.6m Mephisto multi-band detection,['GRB'],1,8,0.125,49
GRB 240825A,37277.0,GRB 240825A: AKO Optical Afterglow Detection,"['Afterglow', 'GRB', 'Optical Transient']",3,8,0.375,49
GRB 240825A,37276.0,GRB 240825A: Skynet Optical Afterglow observations,"['Afterglow', 'GRB', 'Optical Transient']",3,8,0.375,49
GRB 240825A,37275.0,GRB 240825A: Nanshan/HMT optical afterglow observations,"['Afterglow', 'GRB', 'Optical Transient']",3,8,0.375,49
GRB 240825A,37274.0,GRB 240825A: Swift detection of a burst with a bright optical counterpart,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,8,0.375,49
GRB 240825A,37273.0,GRB 240825A: Fermi GBM Final Real-time Localization,"['GRB', 'Gamma-ray Transient']",2,8,0.25,49
GRB 240928A,37637.0,GRB 240928A: SVOM/GRM observation,"['GRB', 'X-ray Transient']",2,2,1.0,1
GRB 240930A,37636.0,Fermi GRB 240930A: Global MASTER-Net observations report,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,4,0.75,3
GRB 240930A,37635.0,Fermi Gamma-ray Burst Monitor trigger 749362078/240930172 (GRB 240930A) is not a GRB,"['GRB', 'Gamma-ray Transient', 'Retraction']",3,4,0.75,3
GRB 240930A,37633.0,GRB 240930A: Fermi GBM Final Real-time Localization,"['GRB', 'Gamma-ray Transient']",2,4,0.5,3
LIGO/Virgo/KAGRA S240930aa,37634.0,LIGO/Virgo/KAGRA S240930aa: Identification of a GW compact binary merger candidate,['GW'],1,1,1.0,1
GRB 240929.83,37626.0,Integral GRB240929.83: Global MASTER-Net observations report,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,3,1.0,1
LIGO/Virgo/KAGRA S240921cw,37621.0,LIGO/Virgo/KAGRA S240921cw: Upper limits from Swift/BAT-GUANO,"['GW', 'Gamma-ray Transient']",2,2,1.0,3
LIGO/Virgo/KAGRA S240921cw,37598.0,LIGO/Virgo/KAGRA S240921cw: Updated Sky localization,['GW'],1,2,0.5,3
LIGO/Virgo/KAGRA S240921cw,37586.0,LIGO/Virgo/KAGRA S240921cw: Identification of a GW compact binary merger candidate,['GW'],1,2,0.5,3
LIGO/Virgo/KAGRA S240920dw,37620.0,LIGO/Virgo/KAGRA S240920dw: Upper limits from Swift/BAT-GUANO,"['GW', 'Gamma-ray Transient']",2,2,1.0,3
LIGO/Virgo/KAGRA S240920dw,37599.0,LIGO/Virgo/KAGRA S240920dw: Updated Sky localization,['GW'],1,2,0.5,3
LIGO/Virgo/KAGRA S240920dw,37571.0, LIGO/Virgo/KAGRA S240920dw: Identification of a GW compact binary merger candidate,['GW'],1,2,0.5,3
LIGO/Virgo/KAGRA S240919bn,37619.0,LIGO/Virgo/KAGRA S240919bn: Upper limits from Swift/BAT-GUANO,"['GW', 'Gamma-ray Transient']",2,2,1.0,3
LIGO/Virgo/KAGRA S240919bn,37559.0,LIGO/Virgo/KAGRA S240919bn: Updated Sky localization,['GW'],1,2,0.5,3
LIGO/Virgo/KAGRA S240919bn,37552.0,LIGO/Virgo/KAGRA S240919bn: Identification of a GW compact binary merger candidate,['GW'],1,2,0.5,3
GRB 240905B,37613.0,Konus-Wind detection of GRB 240905B,"['GRB', 'Gamma-ray Transient']",2,4,0.5,11
GRB 240905B,37601.0,GRB 240905B: VZLUSAT-2 detection,"['GRB', 'Gamma-ray Transient']",2,4,0.5,11
GRB 240905B,37455.0,IPN triangulation of GRB 240905B (short),['GRB'],1,4,0.25,11
GRB 240905B,37436.0,GRB 240905B: Fermi GBM Observation,"['GRB', 'Gamma-ray Transient']",2,4,0.5,11
GRB 240905B,37433.0,GRB 240905B: GOTO optical upper limits,"['GRB', 'Optical Transient']",2,4,0.5,11
GRB 240905B,37421.0,GRB 240905B: Swift-XRT observations,"['GRB', 'X-ray Transient']",2,4,0.5,11
GRB 240905B,37418.0,GRB 240905B: Fermi-LAT detection,"['GRB', 'Gamma-ray Transient']",2,4,0.5,11
GRB 240905B,37417.0,GRB 240905B: Swift ToO observations,"['GRB', 'Gamma-ray Transient']",2,4,0.5,11
GRB 240905B,37393.0,Fermi GRB 240905B: Global MASTER-Net observations report,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,4,0.75,11
GRB 240905B,37391.0,GRB 240905B: AstroSat CZTI detection and localization,"['GRB', 'Gamma-ray Transient', 'X-ray Transient']",3,4,0.75,11
GRB 240905B,37389.0,GRB 240905B: Fermi GBM Final Real-time Localization,"['GRB', 'Gamma-ray Transient']",2,4,0.5,11
GRB 240529A,37612.0,GRB 240529A: FRAM-ORM early optical afterglow observations reveal plateau and rebrightening,"['Afterglow', 'GRB', 'Optical Transient']",3,6,0.5,37
GRB 240529A,36947.0,GRB240529A: VIRT optical transient detection,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,37
GRB 240529A,36734.0,GRB 240529A: JinShan optical observations,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,37
GRB 240529A,36656.0,GRB240529A: 3.6m TNG NIR detection 8d after the burst,['GRB'],1,6,0.16666666666666666,37
GRB 240529A,36655.0,GRB 240529A: LBT optical detection and late temporal decay,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,37
GRB 240529A,36654.0,GRB 240529A : MITSuME Akeno optical afterglow detection,"['Afterglow', 'GRB', 'Optical Transient']",3,6,0.5,37
GRB 240529A,36642.0,GRB 240529A: NOEMA detection,['GRB'],1,6,0.16666666666666666,37
GRB 240529A,36636.0,GRB 240529A: radio detection with AMI-LA ,"['GRB', 'Radio Transient']",2,6,0.3333333333333333,37
GRB 240529A,36613.0,GRB 240529A: SAO RAS optical observations,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,37
GRB 240529A,36603.0,GRB 240529A: MASTER prompt OT detection,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,37
GRB 240529A,36601.0,GRB 240529A: continued SAO RAS optical observations,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,37
GRB 240529A,36599.0,GRB 240529A: OSN optical detection,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,37
GRB 240529A,36597.0,GRB 240529A: further SAO RAS optical observations,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,37
GRB 240529A,36592.0,GRB 240529A: AKO Optical Afterglow Follow-Up Observations,"['Afterglow', 'GRB', 'Optical Transient']",3,6,0.5,37
GRB 240529A,36589.0,GRB 240529A: 1.3m DFOT Optical observations,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,37
GRB 240529A,36585.0,GRB 240529A : Mondy optical observations,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,37
GRB 240529A,36584.0,Konus-Wind detection of GRB 240529A,"['GRB', 'Gamma-ray Transient']",2,6,0.3333333333333333,37
GRB 240529A,36583.0,IPN triangulation of the initial episode of GRB 240529A,['GRB'],1,6,0.16666666666666666,37
GRB 240529A,36582.0,GRB 240529A: SAO RAS optical observations,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,37
GRB 240529A,36579.0,GRB 240529A: MAAO 0.7m telescope optical afterglow detection,"['Afterglow', 'GRB', 'Optical Transient']",3,6,0.5,37
GRB 240529A,36578.0,GRB 240529A: Insight-HXMT/HE detection,"['GRB', 'Gamma-ray Transient']",2,6,0.3333333333333333,37
GRB 240529A,36577.0,GRB 240529A: optical photometry from Konkoly,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,37
GRB 240529A,36576.0,GRB 240529A: GROWTH-India optical follow-up,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,37
GRB 240529A,36575.0,GRB 240529A: T193/MISTRAL observations,['GRB'],1,6,0.16666666666666666,37
GRB 240529A,36574.0,GRB 240529A: Redshift from GTC/OSIRIS+,['GRB'],1,6,0.16666666666666666,37
GRB 240529A,36573.0,GRB 240529A: AKO Optical Afterglow Detection,"['Afterglow', 'GRB', 'Optical Transient']",3,6,0.5,37
GRB 240529A,36569.0,GRB 240529A: J-band detections with WINTER,['GRB'],1,6,0.16666666666666666,37
GRB 240529A,36568.0,GRB 240529A: Skynet Optical Observations,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,37
GRB 240529A,36566.0,GRB 240529A: Swift-BAT refined analysis,"['GRB', 'Gamma-ray Transient']",2,6,0.3333333333333333,37
GRB 240529A,36564.0,GRB 240529A: Swift-XRT refined Analysis,"['GRB', 'X-ray Transient']",2,6,0.3333333333333333,37
GRB 240529A,36563.0,GRB240529A: BOOTES-6/DPRT optical detection ,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,37
GRB 240529A,36562.0,GRB 240529A: Swift/UVOT Detection,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,37
GRB 240529A,36561.0,GRB 240529A: NOT optical observations,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,37
GRB 240529A,36560.0,GRB 240529A: AstroSat CZTI detection,"['GRB', 'Gamma-ray Transient', 'X-ray Transient']",3,6,0.5,37
GRB 240529A,36559.0,GRB 240529A: GOTO optical afterglow detection,"['Afterglow', 'GRB', 'Optical Transient']",3,6,0.5,37
GRB 240529A,36557.0,GRB 240529A: Enhanced Swift-XRT position,"['GRB', 'X-ray Transient']",2,6,0.3333333333333333,37
GRB 240529A,36556.0,GRB 240529A: Swift detection of a burst with an optical counterpart,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,6,0.5,37
EP240918b,37608.0,EP240918b and EP240918c: EP-FXT follow-up observations,['X-ray Transient'],1,1,1.0,3
EP240918b,37577.0,EP240918b and EP240918c: Optical upper limits with Kinder observations,['X-ray Transient'],1,1,1.0,3
EP240918b,37555.0,EP240918b and EP240918c: EP-WXT detection of two fast X-ray transients,['X-ray Transient'],1,1,1.0,3
GRB 240716A,37605.0,GRB 240716A: Swift/BAT-GUANO localization skymap of a long burst,"['GRB', 'Gamma-ray Transient']",2,3,0.6666666666666666,3
GRB 240716A,36896.0,GRB 240716A: GECAM-B detection of a long burst,"['GRB', 'Gamma-ray Transient']",2,3,0.6666666666666666,3
GRB 240716A,36895.0,SVOM/GRM In-Flight Trigger of GRB 240716A,"['GRB', 'X-ray Transient']",2,3,0.6666666666666666,3
GRB 240918B,37603.0,Konus-Wind detection of GRB 240918B,"['GRB', 'Gamma-ray Transient']",2,3,0.6666666666666666,4
GRB 240918B,37602.0,IPN triangulation of GRB 240918B,['GRB'],1,3,0.3333333333333333,4
GRB 240918B,37588.0,GRB 240918B: AstroSat CZTI detection,"['GRB', 'Gamma-ray Transient', 'X-ray Transient']",3,3,1.0,4
GRB 240918B,37558.0,GRB 240918B: Fermi GBM Detection,"['GRB', 'Gamma-ray Transient']",2,3,0.6666666666666666,4
LIGO/Virgo/KAGRA S240922df,37600.0,LIGO/Virgo/KAGRA S240922df: Updated Sky localization,['GW'],1,1,1.0,2
LIGO/Virgo/KAGRA S240922df,37587.0,LIGO/Virgo/KAGRA S240922df: Identification of a GW compact binary merger candidate,['GW'],1,1,1.0,2
LIGO/Virgo/KAGRA S240924a,37597.0,LIGO/Virgo/KAGRA S240924a: Updated Sky localization,['GW'],1,1,1.0,2
LIGO/Virgo/KAGRA S240924a,37592.0,LIGO/Virgo/KAGRA S240924a: Identification of a GW compact binary merger candidate,['GW'],1,1,1.0,2
LIGO/Virgo/KAGRA S240920bz,37596.0,LIGO/Virgo/KAGRA S240920bz: Updated Sky localization and Source Classification,['GW'],1,1,1.0,2
LIGO/Virgo/KAGRA S240920bz,37562.0,LIGO/Virgo/KAGRA S240920bz: Identification of a GW compact binary merger candidate,['GW'],1,1,1.0,2
LIGO/Virgo/KAGRA S240923ct,37595.0,LIGO/Virgo/KAGRA S240923ct: Updated Sky localization and Source Classification,['GW'],1,1,1.0,2
LIGO/Virgo/KAGRA S240923ct,37591.0,LIGO/Virgo/KAGRA S240923ct: Identification of a GW compact binary merger candidate,['GW'],1,1,1.0,2
LIGO/Virgo S240919bn,37590.0,LIGO/Virgo S240919bn: GOTO optical upper limits,"['GW', 'Optical Transient']",2,3,0.6666666666666666,2
LIGO/Virgo S240919bn,37589.0,"LIGO/Virgo S240919bn: Swift XRT observations, 10 X-ray sources","['GW', 'X-ray Transient']",2,3,0.6666666666666666,2
GRB 240913C,37584.0,EP240913A/GRB 240913C: AbAO optical upper limit,"['GRB', 'X-ray Transient']",2,3,0.6666666666666666,5
GRB 240913C,37538.0,IPN triangulation of GRB 240913C / EP 240913a ,"['GRB', 'X-ray Transient']",2,3,0.6666666666666666,5
GRB 240913C,37509.0,GRB 240913C: Fermi GBM detection,"['GRB', 'Gamma-ray Transient']",2,3,0.6666666666666666,5
GRB 240913C,37507.0,GRB 240913C: Joint location by ETJASMIN,['GRB'],1,3,0.3333333333333333,5
GRB 240913C,37505.0,EP240913A / GRB 240913C: AstroSat CZTI detection,"['GRB', 'Gamma-ray Transient', 'X-ray Transient']",3,3,1.0,5
EP240913a,37582.0,EP240913a/GRB 240913C: 1.6m Mephisto observations,"['GRB', 'X-ray Transient']",2,4,0.5,11
EP240913a,37521.0,EP EP240913a: Global MASTER-Net observations report,"['Optical Transient', 'X-ray Transient']",2,4,0.5,11
EP240913a,37515.0,EP240913a: VLT/HAWK-I near-infrared upper limits,['X-ray Transient'],1,4,0.25,11
EP240913a,37511.0,EP240913a/GRB 240913C: KAIT optical upper limit,"['GRB', 'X-ray Transient']",2,4,0.5,11
EP240913a,37510.0,EP240913a / GRB 240913C INTEGRAL SPI ACS LIGHT CURVE,"['GRB', 'Gamma-ray Transient', 'X-ray Transient']",3,4,0.75,11
EP240913a,37501.0,EP240913a: NOT optical upper limits,['X-ray Transient'],1,4,0.25,11
EP240913a,37500.0,EP240913a: JinShan optical upper limits,['X-ray Transient'],1,4,0.25,11
EP240913a,37499.0,EP240913a: ESO-NTT optical observations,"['Optical Transient', 'X-ray Transient']",2,4,0.5,11
EP240913a,37497.0,EP240913a: Swift/XRT detection of an X-ray source within the EP/WXT error circle,['X-ray Transient'],1,4,0.25,11
EP240913a,37493.0,EP240913a: A GRB Event,"['GRB', 'X-ray Transient']",2,4,0.5,11
EP240913a,37492.0,EP240913a: EP-WXT detection of a fast X-ray transient,['X-ray Transient'],1,4,0.25,11
EP240918a,37581.0,EP240918a: SVOM/VT upper limit,"['Optical Transient', 'X-ray Transient']",2,2,1.0,10
EP240918a,37568.0,EP240918a: 1.6m Mephisto multi-band Optical Upper Limit,['X-ray Transient'],1,2,0.5,10
EP240918a,37554.0,EP240918a: EP observation update,['X-ray Transient'],1,2,0.5,10
EP240918a,37551.0,EP240918a: Swift-XRT observation,['X-ray Transient'],1,2,0.5,10
EP240918a,37548.0,EP EP240918a: Global MASTER-Net observations report,"['Optical Transient', 'X-ray Transient']",2,2,1.0,10
EP240918a,37547.0,EP240918a: JinShan optical upper limits,['X-ray Transient'],1,2,0.5,10
EP240918a,37546.0,EP240918a: YAHPT Optical Upper Limit,['X-ray Transient'],1,2,0.5,10
EP240918a,37545.0,EP240918a: Optical upper limits with Kinder observations,['X-ray Transient'],1,2,0.5,10
EP240918a,37544.0,EP240918a: GMG Optical Upper Limit,['X-ray Transient'],1,2,0.5,10
EP240918a,37541.0,EP240918a: an X-ray transient detected by Einstein Probe,['X-ray Transient'],1,2,0.5,10
GRB 240919A,37580.0,Fermi GBM Sub-Threshold Detection of GRB240919A / EP240919a,"['GRB', 'Gamma-ray Transient', 'X-ray Transient']",3,3,1.0,2
GRB 240919A,37574.0,GRB 240919A / EP240919a: SVOM/GRM observation,"['GRB', 'X-ray Transient']",2,3,0.6666666666666666,2
GRB 240414A,37576.0,GRB 240414A: further radio observations with the VLA,"['GRB', 'Radio Transient']",2,6,0.3333333333333333,27
GRB 240414A,36318.0,GRB 240414A: NOEMA detection,['GRB'],1,6,0.16666666666666666,27
GRB 240414A,36231.0,GRB 240414A: radio detection with the VLA,"['GRB', 'Radio Transient']",2,6,0.3333333333333333,27
GRB 240414A,36229.0,GRB 240414A: AMI-LA radio observations,"['GRB', 'Radio Transient']",2,6,0.3333333333333333,27
GRB 240414A,36228.0,GRB 240414A: LBT optical detection,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,27
GRB 240414A,36147.0,GRB 240414A: Glowbug gamma-ray detection,"['GRB', 'Gamma-ray Transient']",2,6,0.3333333333333333,27
GRB 240414A,36140.0,GRB 240414A: Swift-BAT refined analysis,"['GRB', 'Gamma-ray Transient']",2,6,0.3333333333333333,27
GRB 240414A,36137.0,GRB 240414A: AbAO optical upprer limit,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,27
GRB 240414A,36133.0,"GRB 240414A: GAD Observatory, La Spezia, Italy ,upper limit",['GRB'],1,6,0.16666666666666666,27
GRB 240414A,36131.0,GRB 240414A: GMG observation,['GRB'],1,6,0.16666666666666666,27
GRB 240414A,36120.0,GRB 240414A: Fermi GBM Observation,"['GRB', 'Gamma-ray Transient']",2,6,0.3333333333333333,27
GRB 240414A,36117.0,GRB 240414A: Photometric observation from 2.2m CAHA,['GRB'],1,6,0.16666666666666666,27
GRB 240414A,36115.0,GRB 240414A: Swift/UVOT Detection,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,27
GRB 240414A,36113.0,GRB 240414A: Mondy optical observations,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,27
GRB 240414A,36111.0,GRB 240414A: AKO Optical Upper Limit,['GRB'],1,6,0.16666666666666666,27
GRB 240414A,36104.0,GRB 240414A: Swift-XRT refined Analysis,"['GRB', 'X-ray Transient']",2,6,0.3333333333333333,27
GRB 240414A,36103.0,GRB240414A : J-band upper limits from WINTER,['GRB'],1,6,0.16666666666666666,27
GRB 240414A,36102.0,GRB 240414A: Enhanced Swift-XRT position,"['GRB', 'X-ray Transient']",2,6,0.3333333333333333,27
GRB 240414A,36101.0,GRB 240414A : OHP/T193 second epoch of optical follow-up and afterglow detection,"['Afterglow', 'GRB', 'Optical Transient']",3,6,0.5,27
GRB 240414A,36100.0,"GRB 240414A: MarSEC Observatory, Vicenza, Italy, UPPER LIMIT",['GRB'],1,6,0.16666666666666666,27
GRB 240414A,36097.0,GRB 240414A: Skynet Optical Afterglow Observations,"['Afterglow', 'GRB', 'Optical Transient']",3,6,0.5,27
GRB 240414A,36095.0,Swift GRB 240414A: Global MASTER-Net observations report,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,6,0.5,27
GRB 240414A,36088.0,GRB 240414A : MITSuME Akeno optical upper limits,['GRB'],1,6,0.16666666666666666,27
GRB 240414A,36087.0,GRB 240414A: Redshift confirmation from GTC/OSIRIS+,['GRB'],1,6,0.16666666666666666,27
GRB 240414A,36085.0,GRB 240414A : OHP/T193 redshift determination,['GRB'],1,6,0.16666666666666666,27
GRB 240414A,36084.0,GRB 240414A : OHP/T193 optical counterpart detection,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,27
GRB 240414A,36083.0,GRB 240414A: Swift detection of a burst,"['GRB', 'Gamma-ray Transient']",2,6,0.3333333333333333,27
GRB 240918A,37560.0,GRB 240918A and GRB 240918B : INTEGRAL SPI ACS LIGHT CURVE,"['GRB', 'Gamma-ray Transient']",2,3,0.6666666666666666,3
GRB 240918A,37550.0,Fermi GRB 240918A: Global MASTER-Net observations report,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,3,1.0,3
GRB 240918A,37549.0,GRB 240918A: Fermi GBM Final Real-time Localization,"['GRB', 'Gamma-ray Transient']",2,3,0.6666666666666666,3
LIGO/Virgo/KAGRA S240917cb,37557.0,LIGO/Virgo/KAGRA S240917cb: Updated Sky localization and EM Bright Classification,['GW'],1,1,1.0,2
LIGO/Virgo/KAGRA S240917cb,37534.0,LIGO/Virgo/KAGRA S240917cb: Identification of a GW compact binary merger candidate,['GW'],1,1,1.0,2
LIGO/Virgo/KAGRA S240916ar,37556.0,LIGO/Virgo/KAGRA S240916ar: Updated Sky localization and EM Bright Classification,['GW'],1,1,1.0,2
LIGO/Virgo/KAGRA S240916ar,37530.0,LIGO/Virgo/KAGRA S240916ar: Identification of a GW compact binary merger candidate,['GW'],1,1,1.0,2
GRB 240914B,37542.0,GRB 240914B: GRBAlpha detection,"['GRB', 'Gamma-ray Transient']",2,3,0.6666666666666666,4
GRB 240914B,37524.0,GRB 240914B: Fermi GBM Final Localization,"['GRB', 'Gamma-ray Transient']",2,3,0.6666666666666666,4
GRB 240914B,37506.0,GRB 240914B: AstroSat CZTI detection,"['GRB', 'Gamma-ray Transient', 'X-ray Transient']",3,3,1.0,4
GRB 240914B,37496.0,GRB 240914B: BALROG localization (Fermi Trigger 747990592 / GRB 240914298),"['GRB', 'Gamma-ray Transient']",2,3,0.6666666666666666,4
LIGO/Virgo/KAGRA S240915b,37528.0,LIGO/Virgo/KAGRA S240915b: NED Galaxies in the Localization Volume,['GW'],1,1,1.0,4
LIGO/Virgo/KAGRA S240915b,37520.0,LIGO/Virgo/KAGRA S240915b: Coverage and upper limits from MAXI/GSC observations,['GW'],1,1,1.0,4
LIGO/Virgo/KAGRA S240915b,37513.0,LIGO/Virgo/KAGRA S240915b: Updated Sky localization and EM Bright Classification,['GW'],1,1,1.0,4
LIGO/Virgo/KAGRA S240915b,37512.0,LIGO/Virgo/KAGRA S240915b: Identification of a GW compact binary merger candidate,['GW'],1,1,1.0,4
LIGO/Virgo S240915b,37527.0,"LIGO/Virgo S240915b: Swift XRT observations, 8 X-ray sources","['GW', 'X-ray Transient']",2,2,1.0,1
GRB 240916B,37525.0,GRB 240916B: Fermi GBM Final Real-time Localization,"['GRB', 'Gamma-ray Transient']",2,2,1.0,1
LIGO/Virgo/KAGRA S240915bd,37516.0,LIGO/Virgo/KAGRA S240915bd: Updated Sky localization,['GW'],1,1,1.0,2
LIGO/Virgo/KAGRA S240915bd,37514.0,LIGO/Virgo/KAGRA S240915bd: Identification of a GW compact binary merger candidate,['GW'],1,1,1.0,2
GRB 240914A,37508.0,GRB 240914A: Swift-XRT observations,"['GRB', 'X-ray Transient']",2,4,0.5,5
GRB 240914A,37504.0,GRB 240914A: SVOM/GRM observation,"['GRB', 'X-ray Transient']",2,4,0.5,5
GRB 240914A,37502.0,GRB 240914A: Swift ToO observations,"['GRB', 'Gamma-ray Transient']",2,4,0.5,5
GRB 240914A,37498.0,GRB 240914A: ESO-NTT optical observations,"['GRB', 'Optical Transient']",2,4,0.5,5
GRB 240914A,37495.0,GRB 240914A : An intermediate duration GRB located on-board by SVOM/ECLAIRs.,"['GRB', 'X-ray Transient']",2,4,0.5,5
GRB 240905E,37494.0,GRB 240905E: further NOT optical observations,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,21
GRB 240905E,37453.0,GRB 240905E:  SVOM/VT optical observations,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,21
GRB 240905E,37452.0,GRB 240905E:  SVOM/VT optical observations (duplicate submission of GCN 37453),"['GRB', 'Optical Transient', 'Retraction']",3,6,0.5,21
GRB 240905E,37422.0,GRB 240905E: GIT optical upper limit,['GRB'],1,6,0.16666666666666666,21
GRB 240905E,37420.0,GRB 240905E: Gaoyazi/GOT optical upper limits,['GRB'],1,6,0.16666666666666666,21
GRB 240905E,37419.0,GRB 240905E: NUTTelA-TAO / BSTI Optical Limits,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,21
GRB 240905E,37416.0,GRB 240905E: J-band observations with WINTER,['GRB'],1,6,0.16666666666666666,21
GRB 240905E,37415.0,"GRB 240905E: CrAO Optical Afterglow observations, possible OT candidate","['Afterglow', 'GRB', 'Optical Transient']",3,6,0.5,21
GRB 240905E,37414.0,GRB 240905E: AKO Optical Upper Limit,['GRB'],1,6,0.16666666666666666,21
GRB 240905E,37413.0,GRB 240905E: SVOM/C-GFT optical upper limit,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,21
GRB 240905E,37412.0,GRB 240905E: OHP/MISTRAL T193 optical upper limit,['GRB'],1,6,0.16666666666666666,21
GRB 240905E,37409.0,GRB 240905E: NOT optical upper limits,['GRB'],1,6,0.16666666666666666,21
GRB 240905E,37408.0,GRB 240905E: REM optical/NIR upper limits,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,21
GRB 240905E,37406.0,GRB 240905E: Swift-XRT refined Analysis,"['GRB', 'X-ray Transient']",2,6,0.3333333333333333,21
GRB 240905E,37404.0,GRB 240905E: SVOM/GRM observation,"['GRB', 'X-ray Transient']",2,6,0.3333333333333333,21
GRB 240905E,37403.0,GRB 240905E: LCOGT Optical Upper Limit,['GRB'],1,6,0.16666666666666666,21
GRB 240905E,37402.0,GRB 240905E: Swift/UVOT Upper Limits,"['GRB', 'Optical Transient']",2,6,0.3333333333333333,21
GRB 240905E,37401.0,GRB 240905E: SAO RAS optical upper limit,['GRB'],1,6,0.16666666666666666,21
GRB 240905E,37399.0,GRB 240905E: Nanshan/HMT optical upper limit,['GRB'],1,6,0.16666666666666666,21
GRB 240905E,37398.0,Swift GRB 240905E: Global MASTER-Net observations report,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,6,0.5,21
GRB 240905E,37397.0,GRB 240905E: Swift detection of a burst,"['GRB', 'Gamma-ray Transient']",2,6,0.3333333333333333,21
GRB 240913B,37491.0,GRB 240913B: Fermi GBM Final Real-time Localization,"['GRB', 'Gamma-ray Transient']",2,2,1.0,1
GRB 240911A,37490.0,GRB 240911A: LCO optical observations,"['GRB', 'Optical Transient']",2,4,0.5,6
GRB 240911A,37489.0,GRB 240911A: JinShan optical upper limits on two Swift/XRT candidates,"['GRB', 'X-ray Transient']",2,4,0.5,6
GRB 240911A,37486.0,GRB 240911A: GOTO optical limits on Swift/XRT candidates,"['GRB', 'Optical Transient', 'X-ray Transient']",3,4,0.75,6
GRB 240911A,37483.0,GRB 240911A: Swift-XRT observations,"['GRB', 'X-ray Transient']",2,4,0.5,6
GRB 240911A,37475.0,GRB 240911A: Tiled Swift observations,"['GRB', 'Gamma-ray Transient']",2,4,0.5,6
GRB 240911A,37462.0,GRB 240911A : a likely weak GRB detected by SVOM/ECLAIRs,"['GRB', 'X-ray Transient']",2,4,0.5,6
GRB 240913A,37482.0,Fermi GRB 240913A: Global MASTER-Net observations report,"['GRB', 'Gamma-ray Transient', 'Optical Transient']",3,3,1.0,2
GRB 240913A,37481.0,GRB 240913A: Fermi GBM Final Real-time Localization,"['GRB', 'Gamma-ray Transient']",2,3,0.6666666666666666,2
GRB 240912B,37472.0,GRB 240912B: Fermi GBM Final Real-time Localization,"['GRB', 'Gamma-ray Transient']",2,2,1.0,1
EP240801a,37468.0,Fast X-ray Transient EP240801a: GMRT radio observations,"['Radio Transient', 'X-ray Transient']",2,3,0.6666666666666666,21
EP240801a,37228.0,EP240801a: Keck/LRIS spectroscopic redshift confirmation,"['Optical Transient', 'X-ray Transient']",2,3,0.6666666666666666,21
EP240801a,37146.0,EP240801a: Assy-Turgen optical observations,"['Optical Transient', 'X-ray Transient']",2,3,0.6666666666666666,21
EP240801a,37049.0,EP240801a: BTA BVRI photometry,"['Optical Transient', 'X-ray Transient']",2,3,0.6666666666666666,21
EP240801a,37040.0,EP240801a: Continued optical observations at ZTSh (CraO),"['Optical Transient', 'X-ray Transient']",2,3,0.6666666666666666,21
